form	lemma	POS	morph
སྐབས་	སྐབས་	NOUN
ཟབ་མོ་	ཟབ་མོ་	ADJ
འི་	གི་	PART
ཆོས་ཉིད་	ཆོས་ཉིད་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
བརྒྱད་པ་	བརྒྱད་པ་	NUM
ཟབ་མོ་	ཟབ་མོ་	ADJ
བརྒྱད་	བརྒྱད་	NUM
ཀྱི་	གི་	PART
རྟགས་	རྟགས་	NOUN
ཉིད་	ཉིད་	DET
བསྟན་པ་	བསྟན་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
སྐྱེ་བ་	སྐྱེ་བ་	VERB
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
འགག་པ་	འགག་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
དེ་བཞིན་ཉིད་	དེ་བཞིན་ཉིད་	NOUN
དང་	དང་	NO_POS
ཤེས་བྱ་	ཤེས་བྱ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
ཤེ་	ཤེ་	VERB
དང་	དང་	NO_POS
སྤྱོད་	སྤྱོད་	VERB
དང་	དང་	NO_POS
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
དང་	དང་	NO_POS
།།		PUNCT
ཐབས་མཁས་པ་	ཐབས་མཁས་པ་	NO_POS
ལ་	ལ་	PART
ཟབ་པ་	ཟབ་པ་	VERB
ཉིད་	ཉིད་	DET
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
བསྒོམ་	བསྒོམ་	VERB
རིམ་	རིམ་	NOUN
ཁྱད་པར་ཅན་	ཁྱད་པར་ཅན་	ADJ
ལ་	ལ་	PART
གསུམ་	གསུམ་	NUM
།		PUNCT
སྲིད་ཞི་	སྲིད་ཞི་	NOUN
མཉམ་ཉིད་	མཉམ་ཉིད་	NOUN
ཀྱི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
།		PUNCT
ཞིང་	ཅིང་	PART
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
།		PUNCT
ཐབས་མཁས་པ་	ཐབས་མཁས་པ་	NO_POS
འི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
བཅུ་	བཅུ་	NUM
བསྒོམ་པ་	བསྒོམ་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
སྲིད་ཞི་	སྲིད་ཞི་	NOUN
མཉམ་ཉིད་	མཉམ་ཉིད་	NOUN
ཀྱི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཆོ་	ཆོ་	NOUN
རྣམས་	རྣམས་	DET
རྨི་ལམ་	རྨི་ལམ་	NOUN
འདྲ་བ་	འདྲ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།།		PUNCT
སྲིད་	སྲིད་	NOUN
དང་	དང་	NO_POS
ཞི་བ་	ཞི་བ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
རྟོག་པ་	རྟོག་པ་	VERB
།།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
མེད་	མེད་	VERB
ལ་སོགས་	ལ་སོགས་	NO_POS
ཀླན་ཀ་	ཀླན་ཀ་	NOUN
ཡི་	གི་	PART
།།		PUNCT
ལན་	ལན་	NOUN
ནི་	ནི་	NO_POS
ཇི་སྐད་	ཇི་སྐད་	NO_POS
བཤད་པ་	བཤད་པ་	VERB
ར་	ལ་	PART
ཟད་	ཟད་	VERB
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
ཞིང་	ཅིང་	PART
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
དུ་	ལ་	PART
།།		PUNCT
སྣོད་	སྣོད་	NOUN
ཀྱི་	གི་	PART
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
མ་	མ་	PART
དག་པ་	དག་པ་	VERB
།།		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
དག་པ་	དག་པ་	VERB
ར་	ལ་	PART
སྒྲུབ་པ་	སྒྲུབ་པ་	VERB
ཡི་	གིས་	PART
།།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཞིང་	ཅིང་	PART
ནི་	ནི་	NO_POS
དག་པ་	དག་པ་	VERB
ཉིད་	ཉིད་	DET
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
ཐབས་མཁས་པ་	ཐབས་མཁས་པ་	NO_POS
འི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཡུལ་	ཡུལ་	NOUN
དང་	དང་	NO_POS
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ཅན་	ཅན་	PART
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
།།		PUNCT
དགྲ་	དགྲ་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
འདས་པ་	འདས་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
མི་	མི་	PART
ཤེ་	ཤེ་	VERB
ཇི་བཞིན་	ཇི་བཞིན་	OTHER
ཤུགས་	ཤུགས་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
།།		PUNCT
ཐུན་མོང་	ཐུན་མོང་	ADJ
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
དང་	དང་	NO_POS
།།		PUNCT
		
མ་ཆགས་པ་	མ་ཆགས་པ་	NO_POS
དང་	དང་	NO_POS
མི་	མི་	PART
དམིགས་	དམིགས་	VERB
དང་	དང་	NO_POS
།།		PUNCT
མཚན་མ་	མཚན་མ་	NOUN
སྨོན་ལམ་	སྨོན་ལམ་	NOUN
ཟད་པ་	ཟད་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
དེ་	སྟེ་	PART
ཡི་	གི་	PART
རྟགས་	རྟགས་	NOUN
དང་	དང་	NO_POS
ཚད་	ཚད་	NOUN
མེད་པ་	མེད་པ་	VERB
།།		PUNCT
ཐབས་	ཐབས་	NOUN
ལ་	ལ་	PART
མཁས་པ་	མཁས་པ་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
བཅུ་	བཅུ་	NUM
།།		PUNCT
		
ཞེ་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཀྱི་	གི་	PART
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཏུ་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
འི་	གི་	PART
མན་ངག་	མན་ངག་	NOUN
གི་	གི་	PART
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
མངོན་པ་	མངོན་པ་	OTHER
རྟོགས་པ་	རྟོགས་པ་	VERB
འི་	གི་	PART
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
ཚིག་ལེའུ་	ཚིག་ལེའུ་	OTHER
ར་	ལ་	PART
བྱས་པ་	བྱས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
སྐབས་	སྐབས་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
འོ་	གོ་	PART
།། །།		PUNCT
སྐབས་	སྐབས་	NOUN
ལྔ་པ་	ལྔ་པ་	NUM
།		PUNCT
རྩེ་མོ་	རྩེ་མོ་	NOUN
འི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
དབང་	དབང་	NOUN
གྱུར་	གྱུར་	VERB
ཐོབ་པ་	ཐོབ་པ་	VERB
རྩེ་མོ་	རྩེ་མོ་	NOUN
འི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ལ་	ལ་	PART
གཉིས་	གཉིས་	NUM
།		PUNCT
གཉེན་པོ་	གཉེན་པོ་	NOUN
རྩེ་མོ་	རྩེ་མོ་	NOUN
།		PUNCT
སྤང་བྱ་	སྤང་བྱ་	NOUN
ལོག་སྒྲུབ་བོ་	ལོག་སྒྲུབ་བོ་	NOUN
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
གཉེན་པོ་	གཉེན་པོ་	NOUN
རྩེ་མོ་	རྩེ་མོ་	NOUN
ལ་	ལ་	PART
བཞི་	བཞི་	NUM
།		PUNCT
སྦྱོར་ལམ་	སྦྱོར་ལམ་	NOUN
།		PUNCT
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
།		PUNCT
བསྒོམ་	བསྒོམ་	VERB
ལམ་	གམ་	PART
།		PUNCT
བར་ཆད་	བར་ཆད་	NOUN
མེད་	མེད་	VERB
ལམ་	གམ་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
སྦྱོར་ལམ་	སྦྱོར་ལམ་	NOUN
ལ་	ལ་	PART
བཞི་	བཞི་	NUM
།		PUNCT
དྲོད་	དྲོད་	NOUN
ཀྱི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
རྟགས་	རྟགས་	NOUN
ཀྱི་	གི་	PART
མཚོན་པ་	མཚོན་པ་	VERB
།		PUNCT
རྩེ་མོ་	རྩེ་མོ་	NOUN
འི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
འཕེལ་བ་	འཕེལ་བ་	VERB
།		PUNCT
བཟོད་པ་	བཟོད་པ་	VERB
འི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
།		PUNCT
ཆོས་མཆོག་	ཆོས་མཆོག་	PROPN
གི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
སེམས་	སེམས་	NOUN
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
དྲོད་	དྲོད་	NOUN
ཀྱི་	གི་	PART
རྩེ་སྦྱོར་	རྩེ་སྦྱོར་	NO_POS
རྟགས་	རྟགས་	NOUN
ཀྱིས་	གིས་	PART
མཚོན་པ་	མཚོན་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
རྨི་ལམ་	རྨི་ལམ་	NOUN
ན་	ལ་	PART
ཡང་	ཀྱང་	PART
ཆོ་	ཆོ་	NOUN
རྣམས་	རྣམས་	DET
ཀུན་	ཀུན་	DET
།།		PUNCT
རྨི་ལམ་	རྨི་ལམ་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
ལྟ་	ལྟ་	NOUN
ལ་སོགས་	ལ་སོགས་	NO_POS
།།		PUNCT
རྩེ་མོ་	རྩེ་མོ་	NOUN
ར་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
ར་	ལ་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འི་	གི་	PART
རྟགས་	རྟགས་	NOUN
།།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
བཅུ་གཉིས་	བཅུ་གཉིས་	NO_POS
དག་	དག་	DET
ཏུ་	ལ་	PART
བཞེད་	བཞེད་	VERB
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
རྩེ་མོ་	རྩེ་མོ་	NOUN
འི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
འཕེལ་བ་	འཕེལ་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
འཛམ་བུ་	འཛམ་བུ་	NOUN
འི་	གི་	PART
གླིང་	གླིང་	NOUN
གི་	གི་	PART
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
རྙེད་	རྙེད་	VERB
།།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
མཆོད་པ་	མཆོད་པ་	VERB
འི་	གི་	PART
དགེ་	དགེ་	NOUN
ལ་སོགས་	ལ་སོགས་	NO_POS
།།		PUNCT
རྣམ་	རྣམ་	NOUN
མང་	མང་	VERB
དུ་	ལ་	PART
ནི་	ནི་	NO_POS
དཔེ་	དཔེ་	NOUN
ར་	ལ་	PART
མཛད་	མཛད་	VERB
ན་	ནས་	PART
།།		PUNCT
རྣམ་	རྣམ་	NOUN
འཕེལ་	འཕེལ་	VERB
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
བདག་ཉིད་	བདག་ཉིད་	NOUN
དོ་	གོ་	PART
།།		PUNCT
		
ཞེ་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
བཟོད་པ་	བཟོད་པ་	VERB
འི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཀུན་མཁྱེན་	ཀུན་མཁྱེན་	OTHER
ཉིད་	ཉིད་	DET
གསུམ་	གསུམ་	NUM
ཆོ་	ཆོ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
།།		PUNCT
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
རྫོགས་པ་	རྫོགས་པ་	VERB
བླ་མེད་པ་	བླ་མེད་པ་	ADJ
།།		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
དོན་	དོན་	NOUN
ཡོངས་	ཡོངས་	DET
མི་	མི་	PART
གཏོང་བ་	གཏོང་བ་	VERB
།།		PUNCT
བརྟན་པ་	བརྟན་པ་	VERB
ཞེ་	ཅེས་	PART
ནི་	ནི་	NO_POS
མངོན་པ་	མངོན་པ་	OTHER
བརྗོད་	བརྗོད་	VERB
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
བཞི་པ་	བཞི་པ་	ADJ
ཆོས་མཆོག་	ཆོས་མཆོག་	PROPN
གི་	གི་	PART
རྩེ་	རྩེ་	NOUN
སེམས་	སེམས་	NOUN
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
གླིང་བཞི་པ་	གླིང་བཞི་པ་	NO_POS
དང་	དང་	NO_POS
སྟོང་	སྟོང་	NUM
དག་	དག་	DET
དང་	དང་	NO_POS
།།		PUNCT
སྟོང་	སྟོང་	NUM
གཉིས་	གཉིས་	NUM
གསུམ་	གསུམ་	NUM
དག་	དག་	DET
དཔེ་	དཔེ་	NOUN
ར་	ལ་	PART
མཛད་	མཛད་	VERB
ན་	ནས་	PART
།།		PUNCT
བསོད་ནམས་	བསོད་ནམས་	NOUN
མང་པོ་	མང་པོ་	ADJ
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
ནི་	ནི་	NO_POS
།།		PUNCT
ཏིང་འཛིན་	ཏིང་འཛིན་	NOUN
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
བསྒྲགས་པ་	བསྒྲགས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།།		PUNCT
		
ཞེ་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
རྩེ་མོ་	རྩེ་མོ་	NOUN
ལ་	ལ་	PART
དྲུག་	དྲུག་	NUM
།		PUNCT
སྤང་བྱ་	སྤང་བྱ་	NOUN
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
།		PUNCT
སྐྱེ་བ་	སྐྱེ་བ་	VERB
འི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
གྲོག་	གྲོག་	NOUN
།		PUNCT
འབྲས་བུ་	འབྲས་བུ་	NOUN
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
།		PUNCT
རྩེ་མོ་	རྩེ་མོ་	NOUN
འི་	གི་	PART
བྱེད་པ་	བྱེད་པ་	VERB
།		PUNCT
ངོ་བོ་	ངོ་བོ་	NOUN
། །		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
བསྒོམ་པ་	བསྒོམ་པ་	VERB
འོ་	གོ་	PART
།།		PUNCT
དང་པོ་	དང་པོ་	ADJ
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
ལ་	ལ་	PART
བཞི་	བཞི་	NUM
སྟེ་	སྟེ་	PART
།		PUNCT
གཟུང་	གཟུང་	VERB
རྟོག་	རྟོག་	VERB
མདོ་	མདོ་	NOUN
ར་	ལ་	PART
བསྟན་	བསྟན་	VERB
།		PUNCT
འཛིན་	འཛིན་	VERB
རྟོག་	རྟོག་	VERB
མདོ་	མདོ་	NOUN
ར་	ལ་	PART
བསྟན་	བསྟན་	VERB
།		PUNCT
གཟུང་བ་	གཟུང་བ་	VERB
དང་	དང་	NO_POS
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
ངེས་པ་	ངེས་པ་	VERB
།		PUNCT
རྒྱས་བཤད་	རྒྱས་བཤད་	NOUN
དོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
གཟུང་	གཟུང་	VERB
རྟོག་	རྟོག་	VERB
མདོ་	མདོ་	NOUN
ར་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
འཇུག་པ་	འཇུག་པ་	VERB
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
ལྡོག་པ་	ལྡོག་པ་	VERB
ལ་	ལ་	PART
།།		PUNCT
གཟུང་བ་	གཟུང་བ་	VERB
འི་	གི་	PART
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
དེ་	སྟེ་	PART
།།		PUNCT
དགུ་	དགུ་	NUM
ཡི་	གི་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
